ItemResultId,ItemRequirement1Id,ItemRequirement2Id
7715,7717,7716
7715,7717,7718
7715,7717,7719
7715,7717,7728
7715,7717,7729
7715,7717,7731
7715,7717,7739
7715,7718,7732
7715,7718,7741
7715,7718,7742
7715,7718,8170
7715,7718,8171
7715,7718,8172
7715,7718,8173
7715,7719,7732
7715,7719,8170
7715,7719,8172
7715,7719,8173
7715,7720,8174
7715,7720,8177
7715,7720,8183
7715,7720,15856
7715,7720,15867
7715,7720,15870
7715,7725,7720
7715,7726,7720
7715,7727,7720
7715,7730,7717
7715,7732,7716
7715,7733,7716
7715,7733,7718
7715,7733,7719
7715,7735,7720
7715,7736,7720
7715,7737,7720
7715,7738,7717
7715,7740,7717
7715,7741,7716
7715,7741,7719
7715,7742,7716
7715,7742,7719
7715,8169,7716
7715,8169,7718
7715,8169,7719
7715,8170,7716
7715,8171,7716
7715,8171,7719
7715,8172,7716
7715,8173,7716
7715,8175,7720
7715,8176,7720
7715,8178,7720
7715,8179,7720
7715,8180,7720
7715,8182,7720
7715,8572,7720
7715,15855,7720
7715,15865,7720
7715,15866,7720
7715,15868,7720
7715,15869,7720
7715,17547,7720
7715,30364,7717
7715,30364,7732
7715,30364,7733
7715,30364,7741
7715,30364,7742
7715,30364,8169
7715,30364,8170
7715,30364,8171
7715,30364,8172
7715,30364,8173
7717,7715,8174
7717,7715,8177
7717,7715,8183
7717,7715,15856
7717,7715,15867
7717,7715,15870
7717,7718,7716
7717,7718,7719
7717,7718,7728
7717,7718,7729
7717,7718,7731
7717,7718,7739
7717,7719,7716
7717,7719,7728
7717,7719,7729
7717,7719,7739
7717,7725,7715
7717,7726,7715
7717,7727,7715
7717,7728,7716
7717,7729,7716
7717,7730,7716
7717,7730,7718
7717,7730,7719
7717,7731,7716
7717,7731,7719
7717,7735,7715
7717,7736,7715
7717,7737,7715
7717,7738,7716
7717,7738,7718
7717,7738,7719
7717,7738,30364
7717,7739,7716
7717,7740,7716
7717,7740,7718
7717,7740,7719
7717,8175,7715
7717,8176,7715
7717,8178,7715
7717,8179,7715
7717,8180,7715
7717,8182,7715
7717,8572,7715
7717,15855,7715
7717,15865,7715
7717,15866,7715
7717,15868,7715
7717,15869,7715
7717,17547,7715
7717,30364,7716
7717,30364,7718
7717,30364,7719
7717,30364,7728
7717,30364,7729
7717,30364,7730
7717,30364,7731
7717,30364,7739
7717,30364,7740
7720,7715,7732
7720,7715,8170
7720,7715,8172
7720,7717,7715
7720,7717,7732
7720,7717,7733
7720,7717,7742
7720,7717,8169
7720,7717,8170
7720,7717,8171
7720,7717,8172
7720,7717,8173
7720,7718,7734
7720,7718,7743
7720,7718,7753
7720,7719,7734
7720,7719,7753
7720,7721,8174
7720,7721,8177
7720,7721,8178
7720,7721,8183
7720,7721,15856
7720,7721,15867
7720,7721,15870
7720,7725,7721
7720,7726,7721
7720,7727,7721
7720,7733,7715
7720,7734,7716
7720,7735,7721
7720,7736,7721
7720,7737,7721
7720,7742,7715
7720,7743,7716
7720,7743,7719
7720,7744,7716
7720,7744,7718
7720,7744,7719
7720,7746,7716
7720,7746,7718
7720,7746,7719
7720,7751,7716
7720,7751,7718
7720,7751,7719
7720,7753,7716
7720,8169,7715
7720,8171,7715
7720,8173,7715
7720,8175,7721
7720,8176,7721
7720,8179,7721
7720,8180,7721
7720,8182,7721
7720,8572,7721
7720,13768,7716
7720,13768,7718
7720,13768,7719
7720,15855,7721
7720,15865,7721
7720,15866,7721
7720,15868,7721
7720,15869,7721
7720,17547,7721
7720,20792,7716
7720,20792,7718
7720,20792,7719
7720,30364,7734
7720,30364,7743
7720,30364,7744
7720,30364,7746
7720,30364,7751
7720,30364,7753
7720,30364,13768
7720,30364,20792
7722,7715,7720
7722,7715,7734
7722,7715,7748
7722,7715,7753
7722,7715,8187
7722,7717,7720
7722,7717,7721
7722,7717,7734
7722,7717,7743
7722,7717,7748
7722,7717,7753
7722,7717,8184
7722,7717,8185
7722,7717,8186
7722,7717,8187
7722,7717,8188
7722,7717,13768
7722,7718,7721
7722,7718,7747
7722,7718,7748
7722,7718,7750
7722,7718,7754
7722,7718,8167
7722,7718,8184
7722,7718,8187
7722,7718,8188
7722,7718,13765
7722,7719,7748
7722,7719,7750
7722,7719,7754
7722,7719,8167
7722,7719,8184
7722,7719,8187
7722,7720,7732
7722,7720,7734
7722,7720,8170
7722,7720,8172
7722,7721,7715
7722,7721,7716
7722,7721,7719
7722,7721,7728
7722,7721,7729
7722,7721,7731
7722,7721,7732
7722,7721,7739
7722,7723,15867
7722,7723,15870
7722,7730,7721
7722,7733,7720
7722,7738,7721
7722,7740,7721
7722,7741,7720
7722,7741,7721
7722,7742,7720
7722,7743,7715
7722,7743,7720
7722,7744,7715
7722,7744,7717
7722,7745,7716
7722,7745,7718
7722,7745,7719
7722,7746,7715
7722,7746,7717
7722,7746,7720
7722,7747,7716
7722,7747,7719
7722,7748,7716
7722,7750,7716
7722,7751,7715
7722,7751,7717
7722,7754,7716
7722,7755,7716
7722,7755,7718
7722,7755,7719
7722,7756,7716
7722,7756,7718
7722,7756,7719
7722,7757,7716
7722,7757,7718
7722,7757,7719
7722,8167,7716
7722,8169,7720
7722,8171,7720
7722,8173,7720
7722,8184,7715
7722,8184,7716
7722,8185,7715
7722,8185,7716
7722,8185,7718
7722,8185,7719
7722,8186,7715
7722,8186,7716
7722,8186,7718
7722,8186,7719
7722,8187,7716
7722,8188,7715
7722,8188,7716
7722,8188,7719
7722,13765,7716
7722,13765,7719
7722,13768,7715
7722,15865,7723
7722,15866,7723
7722,15868,7723
7722,15869,7723
7722,20792,7715
7722,20792,7717
7722,30364,7721
7722,30364,7745
7722,30364,7747
7722,30364,7748
7722,30364,7750
7722,30364,7754
7722,30364,7755
7722,30364,7756
7722,30364,7757
7722,30364,8167
7722,30364,8184
7722,30364,8185
7722,30364,8186
7722,30364,8187
7722,30364,8188
7722,30364,13765
7723,7715,7722
7723,7715,7750
7723,7715,7754
7723,7715,8167
7723,7717,7722
7723,7717,7745
7723,7717,7747
7723,7717,7750
7723,7717,7754
7723,7717,7755
7723,7717,7756
7723,7717,8167
7723,7717,13765
7723,7720,7748
7723,7720,7750
7723,7720,7753
7723,7720,7754
7723,7720,8187
7723,7721,7720
7723,7721,7734
7723,7721,7753
7723,7721,8170
7723,7721,8171
7723,7721,8172
7723,7721,8173
7723,7724,7725
7723,7724,7726
7723,7724,7727
7723,7724,7735
7723,7724,7736
7723,7724,8174
7723,7724,8176
7723,7724,8177
7723,7724,8178
7723,7724,8180
7723,7724,8182
7723,7724,8183
7723,7724,8572
7723,7724,15856
7723,7724,15865
7723,7724,15866
7723,7724,15867
7723,7724,15868
7723,7724,15869
7723,7724,15870
7723,7725,13767
7723,7726,13767
7723,7727,7752
7723,7727,13767
7723,7730,7722
7723,7731,7722
7723,7732,7722
7723,7733,7721
7723,7733,7722
7723,7735,7752
7723,7735,13767
7723,7736,13767
7723,7737,7724
7723,7737,7752
7723,7737,13766
7723,7737,13767
7723,7740,7722
7723,7741,7722
7723,7742,7721
7723,7742,7722
7723,7743,7721
7723,7744,7720
7723,7744,7721
7723,7745,7715
7723,7745,7720
7723,7746,7721
7723,7747,7715
7723,7747,7720
7723,7751,7720
7723,7751,7721
7723,7752,7725
7723,7752,7726
7723,7752,7736
7723,7752,8174
7723,7752,8176
7723,7752,8177
7723,7752,8178
7723,7752,8183
7723,7752,15856
7723,7752,15867
7723,7752,15869
7723,7752,15870
7723,7755,7715
7723,7755,7720
7723,7756,7715
7723,7756,7720
7723,7757,7715
7723,7757,7717
7723,7757,7720
7723,8167,7720
7723,8169,7721
7723,8169,7722
7723,8170,7722
7723,8171,7722
7723,8172,7722
7723,8173,7722
7723,8175,7724
7723,8175,7752
7723,8175,13767
7723,8176,13767
7723,8178,13767
7723,8179,7724
7723,8179,7752
7723,8179,13767
7723,8180,7752
7723,8180,13767
7723,8182,7752
7723,8182,13767
7723,8184,7720
7723,8185,7720
7723,8186,7720
7723,8188,7720
7723,8572,7752
7723,8572,13767
7723,13765,7715
7723,13766,7725
7723,13766,7726
7723,13766,7727
7723,13766,7735
7723,13766,7736
7723,13766,8174
7723,13766,8175
7723,13766,8176
7723,13766,8177
7723,13766,8178
7723,13766,8179
7723,13766,8180
7723,13766,8182
7723,13766,8183
7723,13766,8572
7723,13766,15856
7723,13766,15865
7723,13766,15866
7723,13766,15867
7723,13766,15868
7723,13766,15869
7723,13766,15870
7723,13766,17547
7723,13767,8174
7723,13767,8177
7723,13767,8183
7723,13767,15856
7723,13767,15867
7723,13767,15870
7723,13768,7720
7723,13768,7721
7723,15855,7724
7723,15855,7752
7723,15855,13766
7723,15855,13767
7723,15865,7752
7723,15865,13767
7723,15866,7752
7723,15866,13767
7723,15868,7752
7723,15868,13767
7723,15869,13767
7723,17547,7724
7723,17547,7752
7723,17547,13767
7723,20792,7720
7723,20792,7721
7724,7715,13767
7724,7717,7723
7724,7717,7752
7724,7717,13767
7724,7718,8172
7724,7718,13767
7724,7719,13767
7724,7720,7722
7724,7721,7722
7724,7721,7748
7724,7721,8184
7724,7721,8187
7724,7721,13765
7724,7723,7715
7724,7723,7720
7724,7723,7732
7724,7723,7734
7724,7723,7753
7724,7725,20794
7724,7726,20794
7724,7727,20794
7724,7730,7749
7724,7733,7752
7724,7733,13767
7724,7734,7722
7724,7735,20794
7724,7736,20794
7724,7737,13755
7724,7737,20794
7724,7738,7749
7724,7738,7752
7724,7738,13766
7724,7738,13767
7724,7739,13767
7724,7740,7749
7724,7741,7723
7724,7741,13767
7724,7742,13767
7724,7743,7722
7724,7743,7723
7724,7744,7723
7724,7745,7722
7724,7746,7722
7724,7746,7723
7724,7747,7722
7724,7748,7722
7724,7749,7716
7724,7749,7718
7724,7749,7719
7724,7749,7728
7724,7749,7729
7724,7749,7731
7724,7749,7739
7724,7749,15865
7724,7749,15866
7724,7749,15867
7724,7749,15868
7724,7749,15869
7724,7749,15870
7724,7750,7722
7724,7751,7723
7724,7752,7715
7724,7752,7716
7724,7752,7718
7724,7752,7719
7724,7752,7728
7724,7752,7729
7724,7752,7732
7724,7752,7739
7724,7752,7741
7724,7752,7742
7724,7752,8170
7724,7752,8171
7724,7752,8172
7724,7752,8173
7724,7754,7722
7724,7755,7722
7724,7756,7722
7724,7757,7722
7724,8167,7722
7724,8169,7752
7724,8169,13767
7724,8171,13767
7724,8173,13767
7724,8175,20794
7724,8176,20794
7724,8178,20794
7724,8179,20794
7724,8180,20794
7724,8182,20794
7724,8184,7722
7724,8185,7721
7724,8185,7722
7724,8186,7721
7724,8186,7722
7724,8187,7722
7724,8188,7721
7724,8188,7722
7724,8572,20794
7724,13755,7725
7724,13755,7726
7724,13755,7727
7724,13755,7735
7724,13755,7736
7724,13755,8174
7724,13755,8175
7724,13755,8176
7724,13755,8177
7724,13755,8178
7724,13755,8179
7724,13755,8180
7724,13755,8182
7724,13755,8183
7724,13755,8572
7724,13755,15856
7724,13755,15865
7724,13755,15866
7724,13755,15867
7724,13755,15868
7724,13755,15869
7724,13755,15870
7724,13755,17547
7724,13755,20794
7724,13765,7720
7724,13766,7715
7724,13766,7716
7724,13766,7717
7724,13766,7718
7724,13766,7719
7724,13766,7728
7724,13766,7729
7724,13766,7732
7724,13766,7733
7724,13766,7739
7724,13766,7741
7724,13766,7742
7724,13766,8169
7724,13766,8170
7724,13766,8171
7724,13766,8172
7724,13766,8173
7724,13767,7716
7724,13767,7728
7724,13767,7729
7724,13767,7732
7724,13767,8170
7724,13767,8172
7724,13768,7723
7724,15855,13755
7724,15855,20794
7724,15865,20794
7724,15866,20794
7724,15868,20794
7724,15869,20794
7724,17547,20794
7724,20792,7723
7724,20794,8174
7724,20794,8177
7724,20794,8183
7724,20794,15856
7724,20794,15867
7724,20794,15870
7724,30364,7749
7724,30364,7752
7724,30364,13766
7724,30364,13767
7728,7715,7729
7728,7717,7729
7728,7718,7731
7728,7725,7721
7728,7725,7722
7728,7725,7729
7728,7725,7741
7728,7725,7742
7728,7725,8170
7728,7725,8171
7728,7725,8172
7728,7725,8173
7728,7726,7721
7728,7726,7722
7728,7726,7729
7728,7726,7742
7728,7726,8170
7728,7726,8171
7728,7726,8172
7728,7726,8173
7728,7727,7721
7728,7727,7722
7728,7727,7729
7728,7727,7731
7728,7727,7741
7728,7727,7742
7728,7727,8170
7728,7727,8171
7728,7727,8172
7728,7727,8173
7728,7729,7720
7728,7730,7716
7728,7730,7718
7728,7730,7719
7728,7730,7735
7728,7730,7736
7728,7730,8174
7728,7730,8175
7728,7730,8176
7728,7730,8177
7728,7730,8178
7728,7730,8179
7728,7730,8180
7728,7730,8182
7728,7730,8183
7728,7730,8572
7728,7730,15856
7728,7730,15865
7728,7730,15866
7728,7730,15867
7728,7730,15868
7728,7730,15869
7728,7730,15870
7728,7731,7716
7728,7731,7719
7728,7731,8174
7728,7731,8177
7728,7731,8178
7728,7731,8183
7728,7731,15856
7728,7731,15867
7728,7731,15870
7728,7735,7731
7728,7736,7731
7728,7737,7730
7728,7737,7731
7728,7738,7729
7728,7739,7729
7728,7740,7729
7728,7741,7726
7728,8169,7725
7728,8169,7726
7728,8169,7727
7728,8175,7731
7728,8176,7731
7728,8179,7731
7728,8180,7731
7728,8182,7731
7728,8572,7731
7728,15855,7730
7728,15855,7731
7728,15865,7731
7728,15866,7731
7728,15868,7731
7728,15869,7731
7728,17547,7721
7728,17547,7722
7728,17547,7729
7728,17547,7741
7728,17547,7742
7728,17547,8169
7728,17547,8170
7728,17547,8171
7728,17547,8172
7728,17547,8173
7728,30364,7730
7728,30364,7731
7729,7717,7725
7729,7717,7726
7729,7717,7727
7729,7718,7728
7729,7719,7728
7729,7725,7715
7729,7725,7720
7729,7725,7726
7729,7725,7739
7729,7726,7715
7729,7726,7720
7729,7726,7739
7729,7727,7715
7729,7727,7720
7729,7727,7725
7729,7727,7726
7729,7727,7739
7729,7728,7716
7729,7728,8174
7729,7728,8177
7729,7728,8183
7729,7728,15856
7729,7728,15867
7729,7728,15870
7729,7735,7728
7729,7736,7728
7729,7737,7728
7729,7738,7725
7729,7738,7726
7729,7738,7727
7729,7738,17547
7729,7740,7725
7729,7740,7726
7729,7740,7727
7729,7740,17547
7729,8175,7728
7729,8176,7728
7729,8178,7728
7729,8179,7728
7729,8180,7728
7729,8182,7728
7729,8572,7728
7729,15855,7728
7729,15865,7728
7729,15866,7728
7729,15868,7728
7729,15869,7728
7729,17547,7715
7729,17547,7717
7729,17547,7720
7729,17547,7725
7729,17547,7726
7729,17547,7727
7729,17547,7739
7729,30364,7728
7730,7717,7731
7730,7718,7732
7730,7719,7732
7730,7721,7728
7730,7721,7729
7730,7724,7725
7730,7724,7726
7730,7724,7727
7730,7725,7723
7730,7725,7726
7730,7725,7731
7730,7725,7743
7730,7725,7753
7730,7725,13767
7730,7726,7723
7730,7726,7731
7730,7726,7743
7730,7726,7753
7730,7726,13767
7730,7727,7723
7730,7727,7731
7730,7727,7743
7730,7727,7752
7730,7727,7753
7730,7727,13767
7730,7728,7722
7730,7728,8170
7730,7728,8172
7730,7729,7722
7730,7729,7728
7730,7729,8170
7730,7729,8172
7730,7731,7715
7730,7731,7720
7730,7731,7739
7730,7732,7716
7730,7732,8174
7730,7732,8177
7730,7732,8183
7730,7732,15856
7730,7732,15867
7730,7732,15870
7730,7735,7732
7730,7736,7732
7730,7737,7732
7730,7738,7731
7730,7740,7731
7730,7741,7728
7730,7741,7729
7730,7742,7728
7730,7742,7729
7730,7744,7725
7730,7744,7726
7730,7744,7727
7730,7744,17547
7730,7746,7725
7730,7746,7726
7730,7746,7727
7730,7746,17547
7730,7752,7725
7730,7752,7726
7730,8169,7728
7730,8169,7729
7730,8171,7728
7730,8171,7729
7730,8173,7728
7730,8173,7729
7730,8175,7732
7730,8176,7732
7730,8178,7732
7730,8179,7732
7730,8180,7732
7730,8182,7732
7730,8572,7732
7730,13766,7725
7730,13766,7726
7730,13766,7727
7730,13766,17547
7730,13768,7725
7730,13768,7726
7730,13768,7727
7730,15855,7732
7730,15865,7732
7730,15866,7732
7730,15868,7732
7730,15869,7732
7730,17547,7723
7730,17547,7724
7730,17547,7731
7730,17547,7743
7730,17547,7752
7730,17547,7753
7730,17547,13767
7730,17547,13768
7730,17547,20792
7730,20792,7725
7730,20792,7726
7730,20792,7727
7730,30364,7732
7731,7715,7732
7731,7717,7732
7731,7720,7732
7731,7723,7728
7731,7723,7729
7731,7724,7728
7731,7724,7729
7731,7725,7732
7731,7725,7747
7731,7725,7748
7731,7725,8167
7731,7725,8184
7731,7725,8187
7731,7725,8188
7731,7725,20794
7731,7726,7732
7731,7726,7747
7731,7726,7748
7731,7726,8167
7731,7726,8184
7731,7726,8187
7731,7726,8188
7731,7726,20794
7731,7727,7732
7731,7727,7745
7731,7727,7747
7731,7727,7748
7731,7727,7755
7731,7727,8167
7731,7727,8184
7731,7727,8186
7731,7727,8187
7731,7727,8188
7731,7727,20794
7731,7729,7753
7731,7730,7721
7731,7730,7722
7731,7730,7728
7731,7730,7729
7731,7730,7741
7731,7730,7742
7731,7730,8169
7731,7730,8170
7731,7730,8171
7731,7730,8172
7731,7730,8173
7731,7733,7716
7731,7733,7718
7731,7733,7719
7731,7733,7736
7731,7733,8174
7731,7733,8176
7731,7733,8177
7731,7733,8178
7731,7733,8182
7731,7733,8183
7731,7733,15856
7731,7733,15866
7731,7733,15867
7731,7733,15869
7731,7733,15870
7731,7735,7733
7731,7737,7733
7731,7738,7732
7731,7739,7732
7731,7740,7732
7731,7743,7728
7731,7743,7729
7731,7744,7728
7731,7744,7729
7731,7745,7725
7731,7745,7726
7731,7746,7728
7731,7746,7729
7731,7749,7725
7731,7749,7726
7731,7749,7727
7731,7752,7728
7731,7752,7729
7731,7753,7728
7731,7755,7725
7731,7755,7726
7731,7757,7725
7731,7757,7726
7731,7757,7727
7731,7757,17547
7731,8175,7733
7731,8175,8180
7731,8179,7733
7731,8180,7733
7731,8185,7725
7731,8185,7726
7731,8185,7727
7731,8186,7725
7731,8186,7726
7731,8186,8176
7731,8572,7733
7731,13755,7725
7731,13755,7726
7731,13755,7727
7731,13755,17547
7731,13766,7728
7731,13766,7729
7731,13767,7728
7731,13767,7729
7731,13768,7728
7731,13768,7729
7731,15855,7733
7731,15865,7733
7731,15868,7733
7731,17547,7732
7731,17547,7745
7731,17547,7747
7731,17547,7748
7731,17547,7749
7731,17547,7755
7731,17547,8167
7731,17547,8184
7731,17547,8185
7731,17547,8186
7731,17547,8187
7731,17547,8188
7731,17547,20794
7731,20792,7728
7731,20792,7729
7731,30364,7733
7732,7718,7734
7732,7719,7734
7732,7723,7731
7732,7724,7731
7732,7727,7733
7732,7728,8187
7732,7729,7748
7732,7729,8187
7732,7729,20794
7732,7730,7723
7732,7730,7724
7732,7730,7731
7732,7730,7743
7732,7730,7752
7732,7730,7753
7732,7730,13766
7732,7730,13767
7732,7730,13768
7732,7730,20792
7732,7731,7753
7732,7731,13767
7732,7733,7720
7732,7733,7725
7732,7733,7726
7732,7733,7739
7732,7734,7716
7732,7734,8174
7732,7734,8177
7732,7734,8183
7732,7734,15856
7732,7734,15867
7732,7734,15870
7732,7735,7734
7732,7736,7734
7732,7737,7734
7732,7738,7733
7732,7740,7733
7732,7743,7731
7732,7744,7730
7732,7744,7731
7732,7745,7728
7732,7745,7729
7732,7746,7730
7732,7746,7731
7732,7747,7728
7732,7747,7729
7732,7748,7728
7732,7749,7728
7732,7749,7729
7732,7752,7731
7732,7755,7728
7732,7755,7729
7732,7757,7728
7732,7757,7729
7732,8167,7728
7732,8167,7729
7732,8175,7734
7732,8176,7734
7732,8178,7734
7732,8179,7734
7732,8180,7734
7732,8182,7734
7732,8184,7728
7732,8184,7729
7732,8185,7728
7732,8185,7729
7732,8186,7728
7732,8186,7729
7732,8188,7728
7732,8188,7729
7732,8572,7734
7732,13755,7728
7732,13755,7729
7732,13766,7731
7732,13768,7731
7732,15855,7734
7732,15865,7734
7732,15866,7734
7732,15868,7734
7732,15869,7734
7732,17547,7733
7732,17547,8180
7732,20792,7731
7732,20794,7728
7732,30364,7734
7733,7715,7734
7733,7717,7734
7733,7720,7734
7733,7721,7734
7733,7723,7732
7733,7724,7732
7733,7725,7734
7733,7726,7734
7733,7727,7734
7733,7729,7734
7733,7730,7732
7733,7730,7745
7733,7730,7747
7733,7730,7748
7733,7730,7749
7733,7730,7755
7733,7730,7757
7733,7730,8167
7733,7730,8184
7733,7730,8185
7733,7730,8186
7733,7730,8187
7733,7730,8188
7733,7730,13755
7733,7730,20794
7733,7731,7732
7733,7731,7747
7733,7731,7748
7733,7731,8167
7733,7731,8184
7733,7731,8187
7733,7731,20794
7733,7732,7748
7733,7732,7753
7733,7732,8187
7733,7734,7728
7733,7738,7734
7733,7738,7751
7733,7739,7734
7733,7740,7734
7733,7741,7734
7733,7743,7732
7733,7744,7732
7733,7745,7731
7733,7746,7732
7733,7749,7731
7733,7749,7732
7733,7751,7716
7733,7751,7718
7733,7751,7719
7733,7751,7725
7733,7751,7726
7733,7751,7727
7733,7751,7735
7733,7751,7736
7733,7751,7737
7733,7751,7739
7733,7751,8174
7733,7751,8175
7733,7751,8176
7733,7751,8177
7733,7751,8178
7733,7751,8179
7733,7751,8180
7733,7751,8182
7733,7751,8183
7733,7751,8572
7733,7751,15856
7733,7751,15865
7733,7751,15866
7733,7751,15867
7733,7751,15868
7733,7751,15869
7733,7751,15870
7733,7751,17547
7733,7752,7732
7733,7755,7731
7733,7757,7731
7733,8184,7732
7733,8185,7731
7733,8185,7732
7733,8186,7731
7733,8186,7732
7733,8188,7731
7733,8188,7732
7733,13755,7731
7733,13766,7732
7733,13767,7732
7733,13768,7732
7733,15855,7751
7733,17547,7734
7733,20792,7732
7733,30364,7751
7734,7718,7750
7734,7718,7754
7734,7719,7750
7734,7719,7754
7734,7733,7732
7734,7733,7747
7734,7733,7748
7734,7733,7755
7734,7733,8167
7734,7733,8184
7734,7733,8187
7734,7733,8188
7734,7733,20794
7734,7735,7750
7734,7735,7754
7734,7735,7756
7734,7736,7750
7734,7736,7754
7734,7737,7750
7734,7737,7754
7734,7737,7756
7734,7745,7733
7734,7749,7733
7734,7750,7716
7734,7750,8174
7734,7750,8177
7734,7750,8183
7734,7750,15856
7734,7750,15867
7734,7750,15870
7734,7751,7721
7734,7751,7722
7734,7751,7728
7734,7751,7729
7734,7751,7741
7734,7751,7742
7734,7751,8169
